Duration,Activity,Revenue,Source
10.8,1,0,GoogleSearch
14.1,3,0,GoogleSearch
85.7,21,4.2,GoogleSearch
9.3,3,0,GoogleSearch
10.4,2,3.1,GoogleSearch
58.4,6,9.8,GoogleSearch
9.9,1,0,GoogleSearch
10,3,0,GoogleSearch
10.7,2,3.1,GoogleSearch
83.8,9,35,Directlink
10.1,1,0,GoogleSearch
9.9,4,0,GoogleSearch
31.1,11,28.4,Directlink
103.1,8,13,GoogleSearch
1,3,0,GoogleAdWord
35.4,2,0,GoogleAdWord
13.3,2,3.4,GoogleSearch
11.9,2,0,GoogleSearch
85.6,1,85.7,GoogleSearch
13.3,1,0,GoogleSearch
12.8,5,0,GoogleSearch
11.2,0,0,GoogleSearch
12.3,0,0,GoogleSearch
1,2,0,GoogleAdWord
1,1,0,GoogleAdWord
10.8,2,0,GoogleSearch
7,3,0,GoogleSearch
13.4,2,0,GoogleSearch
12.4,1,0,GoogleSearch
10.2,1,0,GoogleSearch
10.1,3,0,GoogleSearch
12.6,4,0,GoogleSearch
9.2,3,0,GoogleSearch
9.2,3,0,GoogleSearch
9.6,1,0,GoogleSearch
9.1,4,0,GoogleSearch
8.3,2,0,GoogleAdWord
22.8,0,0,GoogleAdWord
12.7,2,0,GoogleSearch
9.9,4,0,GoogleSearch
1,1,0,GoogleAdWord
93,8,11.7,GoogleSearch
10.5,2,3.1,GoogleSearch
71,3,23.8,GoogleSearch
10.8,3,0,GoogleSearch
11,3,0,GoogleSearch
9.4,4,0,GoogleSearch
10,3,0,GoogleSearch
9,2,0,GoogleSearch
8.9,2,0,GoogleSearch
10.9,4,0,GoogleSearch
15.9,3,0,GoogleSearch
51.5,7,24.5,Directlink
47.8,11,0,Directlink
9.1,2,0,GoogleSearch
8.2,2,0,GoogleSearch
12.4,3,0,GoogleSearch
11,2,3.2,GoogleSearch
11.6,2,0,GoogleSearch
92,8,34.6,Directlink
13.1,3,0,GoogleSearch
10.5,0,0,GoogleSearch
62.7,6,24.8,Directlink
16,2,0,GoogleSearch
9.6,4,5,GoogleSearch
7.8,2,0,GoogleSearch
11.4,1,0,GoogleSearch
12.4,2,0,GoogleSearch
80.5,11,7.4,GoogleSearch
7.1,1,0,GoogleSearch
13.8,1,0,GoogleSearch
84.7,7,31.1,Directlink
10.6,2,0,GoogleSearch
57.2,6,23.6,Directlink
10.6,2,0,GoogleAdWord
77.9,5,25.8,Directlink
64,6,25,Directlink
7.3,1,0,GoogleSearch
11.4,1,0,GoogleSearch
53.6,8,6.8,GoogleSearch
10.1,3,0,GoogleSearch
51,2,0,Directlink
8.8,3,0,GoogleSearch
29.8,0,0,GoogleAdWord
12.2,2,3.3,GoogleSearch
8.2,3,0,GoogleSearch
12.2,1,0,GoogleSearch
10.6,1,0,GoogleSearch
9.6,1,0,GoogleSearch
4.4,1,0,GoogleAdWord
11.1,0,0,GoogleSearch
13,2,0,GoogleSearch
6.4,4,0,GoogleSearch
1,1,0,GoogleAdWord
81.1,13,6.3,GoogleSearch
8.8,1,0,GoogleSearch
10.8,2,0,GoogleSearch
8.5,2,0,GoogleSearch
8.5,3,3.9,GoogleSearch
10.8,2,0,GoogleSearch
12.4,0,0,GoogleSearch
62.2,3,18.6,Directlink
5,0,0,GoogleAdWord
11.1,3,0,GoogleSearch
9.3,2,0,GoogleSearch
76,9,33.4,Directlink
16.2,2,0,GoogleAdWord
46.6,11,0,Directlink
7.3,2,0,GoogleSearch
1,1,0,GoogleAdWord
1,1,0,GoogleAdWord
55.1,9,6.2,GoogleSearch
9.2,4,0,GoogleSearch
8.5,3,0,GoogleSearch
10.7,2,0,GoogleSearch
70,2,35.1,GoogleSearch
10.9,1,0,GoogleSearch
13.1,2,0,GoogleSearch
85.2,7,31.2,Directlink
67.7,3,0,Directlink
9.3,2,0,GoogleSearch
65.6,8,0,Directlink
13,4,0,GoogleSearch
45.7,8,25.3,Directlink
9.8,2,0,GoogleSearch
12.2,1,0,GoogleSearch
8.9,3,0,GoogleSearch
12.1,1,0,GoogleSearch
7.4,3,0,GoogleSearch
8.9,2,2.9,GoogleSearch
77,1,77.1,GoogleSearch
8,2,0,GoogleSearch
8.1,2,0,GoogleSearch
9.7,0,0,GoogleSearch
10.1,3,0,GoogleSearch
6.1,2,0,GoogleSearch
60.4,7,8.7,GoogleSearch
10.7,3,0,GoogleSearch
11.4,2,0,GoogleSearch
13.3,2,0,GoogleSearch
82.1,3,27.5,GoogleSearch
13.1,1,0,GoogleSearch
12.2,2,3.3,GoogleSearch
57.4,6,9.7,GoogleSearch
10.5,2,0,GoogleSearch
13.8,2,0,GoogleSearch
7.1,2,0,GoogleSearch
57.6,4,0,Directlink
8.3,2,0,GoogleSearch
57.3,5,21.7,Directlink
1,1,0,GoogleAdWord
10.3,1,0,GoogleSearch
35.9,7,0,Directlink
6.2,3,0,GoogleSearch
10.4,2,0,GoogleSearch
10.6,3,0,GoogleSearch
12.9,2,0,GoogleAdWord
8.4,2,0,GoogleSearch
7.2,2,0,GoogleSearch
13.7,3,0,GoogleSearch
9.1,1,0,GoogleSearch
10.9,1,0,GoogleSearch
9,2,0,GoogleSearch
8.8,3,0,GoogleSearch
10.3,2,0,GoogleSearch
41.8,8,24.6,Directlink
10.2,0,0,GoogleSearch
10.5,3,0,GoogleSearch
9.2,1,0,GoogleSearch
11.4,0,0,GoogleSearch
11,2,0,GoogleSearch
8.7,1,0,GoogleSearch
12.5,3,0,GoogleSearch
9.2,4,0,GoogleSearch
10.4,3,0,GoogleSearch
9.1,2,0,GoogleSearch
10.1,3,0,GoogleSearch
5.2,3,0,GoogleSearch
10.1,2,0,GoogleSearch
39.8,5,0,Directlink
7.4,0,0,GoogleSearch
9.4,2,0,GoogleSearch
12.1,3,0,GoogleSearch
64.1,3,21.5,GoogleSearch
7.2,3,0,GoogleSearch
1.7,1,0,GoogleAdWord
11.8,1,0,GoogleSearch
7,3,0,GoogleSearch
10,2,0,GoogleSearch
8.1,3,0,GoogleSearch
9.2,2,3,GoogleSearch
8,2,0,GoogleSearch
46.7,9,0,Directlink
9.6,2,0,GoogleSearch
10.1,2,0,GoogleSearch
13,3,0,GoogleSearch
